,Unnamed: 0,webPageID,address,m3u8link,map_ref,latitude,longitude
15,0,5016--41,East Ridge Rd at Hudson Ave,https://s53.nysdot.skyvdn.com:443/rtplive/R4_259/playlist.m3u8,https://511ny.org/map#camera-5016--41,43.196144,-77.600153
16,0,5017--41,Portland Ave at 104,https://s53.nysdot.skyvdn.com:443/rtplive/R4_260/playlist.m3u8,https://511ny.org/map#camera-5017--41,43.195444,-77.58455
17,0,5018--41,Main St at Clinton Ave -2,https://s53.nysdot.skyvdn.com:443/rtplive/R4_281/playlist.m3u8,https://511ny.org/map#camera-5018--41,43.183418,-77.606365
18,0,5019--41,Mt Hope Ave at Westfall Rd - 2,https://s53.nysdot.skyvdn.com:443/rtplive/R4_282/playlist.m3u8,https://511ny.org/map#camera-5019--41,43.140744,-77.622578
19,0,5020--41,Clinton Ave at Westfall Rd - 2,https://s53.nysdot.skyvdn.com:443/rtplive/R4_283/playlist.m3u8,https://511ny.org/map#camera-5020--41,43.14166,-77.597022
20,0,5021--41,East Ave at Culver Rd,https://s53.nysdot.skyvdn.com:443/rtplive/R4_284/playlist.m3u8,https://511ny.org/map#camera-5021--41,43.149504,-77.571725
21,0,5022--41,Main St at Culver Rd,https://s53.nysdot.skyvdn.com:443/rtplive/R4_285/playlist.m3u8,https://511ny.org/map#camera-5022--41,43.159725,-77.566275
22,0,5023--41,Culver Rd at Norton St,https://s53.nysdot.skyvdn.com:443/rtplive/R4_286/playlist.m3u8,https://511ny.org/map#camera-5023--41,43.188151,-77.561
23,0,5024--41,Ridgeway Ave at Mt Read Blvd,https://s53.nysdot.skyvdn.com:443/rtplive/R4_287/playlist.m3u8,https://511ny.org/map#camera-5024--41,43.220164,-77.659349
24,0,5025--41,East Henrietta Rd at South Ave,https://s53.nysdot.skyvdn.com:443/rtplive/R4_288/playlist.m3u8,https://511ny.org/map#camera-5025--41,43.143122,-77.616854
25,0,5026--41,Broad St at Allen St,https://s53.nysdot.skyvdn.com:443/rtplive/R4_289/playlist.m3u8,https://511ny.org/map#camera-5026--41,43.156499,-77.624129
26,0,5027--41,Lake Ave at Stonewood Ave,https://s53.nysdot.skyvdn.com:443/rtplive/R4_290/playlist.m3u8,https://511ny.org/map#camera-5027--41,43.251408,-77.625855
27,0,5029--41,South Ave at Elmwood Ave,https://s52.nysdot.skyvdn.com:443/rtplive/R4_212/playlist.m3u8,https://511ny.org/map#camera-5029--41,43.124882,-77.614182
28,0,5031--41,Dewey Ave at Ridgeway Ave,https://s52.nysdot.skyvdn.com:443/rtplive/R4_214/playlist.m3u8,https://511ny.org/map#camera-5031--41,43.220105,-77.638881
29,0,5032--41,Culver Rd at Norris St / Hisdale St,https://s52.nysdot.skyvdn.com:443/rtplive/R4_215/playlist.m3u8,https://511ny.org/map#camera-5032--41,43.167673,-77.57622
30,0,5033--41,Mt Hope Ave at Westfall Rd,https://s52.nysdot.skyvdn.com:443/rtplive/R4_216/playlist.m3u8,https://511ny.org/map#camera-5033--41,43.135182,-77.62256
31,0,5035--41,Dewey Ave at Emerson St,https://s52.nysdot.skyvdn.com:443/rtplive/R4_218/playlist.m3u8,https://511ny.org/map#camera-5035--41,43.199894,-77.639211
32,0,5038--41,Main St at University / Inner Loop,https://s52.nysdot.skyvdn.com:443/rtplive/R4_241/playlist.m3u8,https://511ny.org/map#camera-5038--41,43.185735,-77.596119
33,0,5039--41,North Plymouth Ave at Morrie Silver Way,https://s52.nysdot.skyvdn.com:443/rtplive/R4_242/playlist.m3u8,https://511ny.org/map#camera-5039--41,43.185855,-77.619603
34,0,5040--41,West Ridge Rd and Harvest,https://s52.nysdot.skyvdn.com:443/rtplive/R4_243/playlist.m3u8,https://511ny.org/map#camera-5040--41,43.186944,-77.628714
35,0,5041--41,North Chestnut St at Andrews St & University Ave,https://s52.nysdot.skyvdn.com:443/rtplive/R4_244/playlist.m3u8,https://511ny.org/map#camera-5041--41,43.188797,-77.60293
36,0,5042--41,West Main St at South Plymouth Ave,https://s52.nysdot.skyvdn.com:443/rtplive/R4_245/playlist.m3u8,https://511ny.org/map#camera-5042--41,43.181309,-77.615689
37,0,5043--41,Winton Rd at Westfall Rd,https://s52.nysdot.skyvdn.com:443/rtplive/R4_246/playlist.m3u8,https://511ny.org/map#camera-5043--41,43.142281,-77.571282
38,0,5044--41,Hylan Dr at 390 Southbound,https://s52.nysdot.skyvdn.com:443/rtplive/R4_247/playlist.m3u8,https://511ny.org/map#camera-5044--41,43.102457,-77.626928
39,0,5045--41,West Main St at State St/Exchange St,https://s52.nysdot.skyvdn.com:443/rtplive/R4_248/playlist.m3u8,https://511ny.org/map#camera-5045--41,43.181978,-77.612489
40,0,5046--41,Exchange Blvd at Court St,https://s52.nysdot.skyvdn.com:443/rtplive/R4_249/playlist.m3u8,https://511ny.org/map#camera-5046--41,43.179377,-77.611403
41,0,5047--41,Ford St at Exchange Blvd,https://s52.nysdot.skyvdn.com:443/rtplive/R4_250/playlist.m3u8,https://511ny.org/map#camera-5047--41,43.168933,-77.616114
42,0,5048--41,Winton Rd at Canal Bridge - 2,https://s52.nysdot.skyvdn.com:443/rtplive/R4_271/playlist.m3u8,https://511ny.org/map#camera-5048--41,43.12564,-77.58027
43,0,5049--41,Main St & St Paul/South,https://s52.nysdot.skyvdn.com:443/rtplive/R4_272/playlist.m3u8,https://511ny.org/map#camera-5049--41,43.156652,-77.608874
44,0,5050--41,Main St at Clinton Ave,https://s52.nysdot.skyvdn.com:443/rtplive/R4_273/playlist.m3u8,https://511ny.org/map#camera-5050--41,43.157096,-77.606393
45,0,5051--41,South Ave at Byron/Mt. Hope,https://s52.nysdot.skyvdn.com:443/rtplive/R4_274/playlist.m3u8,https://511ny.org/map#camera-5051--41,43.174973,-77.606328
46,0,5052--41,Main St at Broad/Ford,https://s52.nysdot.skyvdn.com:443/rtplive/R4_275/playlist.m3u8,https://511ny.org/map#camera-5052--41,43.180114,-77.620638
47,0,5053--41,Calkins Rd at Hylan Dr,https://s52.nysdot.skyvdn.com:443/rtplive/R4_276/playlist.m3u8,https://511ny.org/map#camera-5053--41,43.068345,-77.627536
48,0,5054--41,Goodman St at East Ave - 2,https://s52.nysdot.skyvdn.com:443/rtplive/R4_277/playlist.m3u8,https://511ny.org/map#camera-5054--41,43.174008,-77.588818
49,0,5055--41,East Henrietta Rd at Westfall Rd - 2,https://s52.nysdot.skyvdn.com:443/rtplive/R4_278/playlist.m3u8,https://511ny.org/map#camera-5055--41,43.11469,-77.616251
50,0,5056--41,Elmwood Ave at Scottsville Rd/Genesee St -2,https://s52.nysdot.skyvdn.com:443/rtplive/R4_279/playlist.m3u8,https://511ny.org/map#camera-5056--41,43.125785,-77.639405
51,0,5057--41,South Ave at Court St - 2,https://s52.nysdot.skyvdn.com:443/rtplive/R4_280/playlist.m3u8,https://511ny.org/map#camera-5057--41,43.15361,-77.60716
52,0,5058--41,Winton Rd at Canal Bridge,https://s52.nysdot.skyvdn.com:443/rtplive/R4_301/playlist.m3u8,https://511ny.org/map#camera-5058--41,43.125874,-77.580201
53,0,5059--41,Lake Ave at LOSP,https://s52.nysdot.skyvdn.com:443/rtplive/R4_302/playlist.m3u8,https://511ny.org/map#camera-5059--41,43.249708,-77.615179
54,0,5060--41,East Ave at Union St,https://s52.nysdot.skyvdn.com:443/rtplive/R4_303/playlist.m3u8,https://511ny.org/map#camera-5060--41,43.155639,-77.596735
55,0,5061--41,Monroe Ave/Chestnut at Howell,https://s52.nysdot.skyvdn.com:443/rtplive/R4_304/playlist.m3u8,https://511ny.org/map#camera-5061--41,43.151429,-77.602238
56,0,5063--41,O Rourke Bridge E,https://s52.nysdot.skyvdn.com:443/rtplive/R4_306/playlist.m3u8,https://511ny.org/map#camera-5063--41,43.274763,-77.611626
57,0,5064--41,O Rourke Bridge W,https://s52.nysdot.skyvdn.com:443/rtplive/R4_307/playlist.m3u8,https://511ny.org/map#camera-5064--41,43.275678,-77.614085
58,0,5065--41,South Ave at Elmwood Ave CAM 2,https://s52.nysdot.skyvdn.com:443/rtplive/R4_308/playlist.m3u8,https://511ny.org/map#camera-5065--41,43.124893,-77.614074
59,0,5725--1,SSP at Exit 35 (Wellwood Ave),https://s51.nysdot.skyvdn.com:443/rtplive/R10_123/playlist.m3u8,https://511ny.org/map#camera-5725--1,43.151199,-77.614074
60,0,5860--41,Broad St at Chestnut St,https://s51.nysdot.skyvdn.com:443/rtplive/R4_201/playlist.m3u8,https://511ny.org/map#camera-5860--41,40.74849,-73.393852
61,0,5863--41,St. Paul St at Inner Loop,https://s51.nysdot.skyvdn.com:443/rtplive/R4_204/playlist.m3u8,https://511ny.org/map#camera-5863--41,43.155226,-77.603193
62,0,5866--41,Monroe Ave at I-490,https://s51.nysdot.skyvdn.com:443/rtplive/R4_207/playlist.m3u8,https://511ny.org/map#camera-5866--41,43.142345,-77.58656
63,0,5868--41,St. Paul St at Pleasant St,https://s51.nysdot.skyvdn.com:443/rtplive/R4_209/playlist.m3u8,https://511ny.org/map#camera-5868--41,43.15854,-77.609655
64,0,5870--41,Goodman St at Clifford Ave,https://s51.nysdot.skyvdn.com:443/rtplive/R4_231/playlist.m3u8,https://511ny.org/map#camera-5870--41,43.202136,-77.576173
65,0,5871--41,Goodman St at East Ave,https://s51.nysdot.skyvdn.com:443/rtplive/R4_232/playlist.m3u8,https://511ny.org/map#camera-5871--41,43.17414,-77.588819
66,0,5872--41,Goodman St at University Ave,https://s51.nysdot.skyvdn.com:443/rtplive/R4_233/playlist.m3u8,https://511ny.org/map#camera-5872--41,43.156417,-77.586608
67,0,5873--41,Main St at Goodman St,https://s51.nysdot.skyvdn.com:443/rtplive/R4_234/playlist.m3u8,https://511ny.org/map#camera-5873--41,43.162065,-77.583606
68,0,5874--41,Monroe Ave at Highland Ave,https://s51.nysdot.skyvdn.com:443/rtplive/R4_235/playlist.m3u8,https://511ny.org/map#camera-5874--41,43.136219,-77.57548
69,0,5875--41,Elmwood at Kendrick,https://s51.nysdot.skyvdn.com:443/rtplive/R4_236/playlist.m3u8,https://511ny.org/map#camera-5875--41,43.149282,-77.629452
70,0,5876--41,Genesee St at Brooks Ave,https://s51.nysdot.skyvdn.com:443/rtplive/R4_237/playlist.m3u8,https://511ny.org/map#camera-5876--41,43.131075,-77.63603
71,0,5877--41,Winton Rd at East Ave,https://s51.nysdot.skyvdn.com:443/rtplive/R4_238/playlist.m3u8,https://511ny.org/map#camera-5877--41,43.1454,-77.555235
72,0,5879--41,East Ridge Rd at Goodman St/Kings Hwy,https://s51.nysdot.skyvdn.com:443/rtplive/R4_240/playlist.m3u8,https://511ny.org/map#camera-5879--41,43.171696,-77.555235
73,0,5880--41,East Ridge Rd at Carter/Stanton Ln,https://s51.nysdot.skyvdn.com:443/rtplive/R4_261/playlist.m3u8,https://511ny.org/map#camera-5880--41,43.197062,-77.592425
74,0,5881--41,East Ridge Rd at Culver Rd,https://s51.nysdot.skyvdn.com:443/rtplive/R4_262/playlist.m3u8,https://511ny.org/map#camera-5881--41,43.203422,-77.561799
75,0,5882--41,Lake Ave at River St,https://s51.nysdot.skyvdn.com:443/rtplive/R4_263/playlist.m3u8,https://511ny.org/map#camera-5882--41,43.229693,-77.561799
76,0,5883--41,Lake Ave at Portside Dr,https://s51.nysdot.skyvdn.com:443/rtplive/R4_264/playlist.m3u8,https://511ny.org/map#camera-5883--41,43.243978,-77.618434
77,0,5884--41,Lake Ave at Beach Ave,https://s51.nysdot.skyvdn.com:443/rtplive/R4_265/playlist.m3u8,https://511ny.org/map#camera-5884--41,43.258298,-77.608366
78,0,5885--41,Clinton Ave at Upper Falls Blvd,https://s51.nysdot.skyvdn.com:443/rtplive/R4_266/playlist.m3u8,https://511ny.org/map#camera-5885--41,43.170176,-77.611793
79,0,5886--41,Winton Rd at I-490,https://s51.nysdot.skyvdn.com:443/rtplive/R4_267/playlist.m3u8,https://511ny.org/map#camera-5886--41,43.171186,-77.555816
80,0,5887--41,Clinton Ave at Westfall Rd,https://s51.nysdot.skyvdn.com:443/rtplive/R4_268/playlist.m3u8,https://511ny.org/map#camera-5887--41,43.141623,-77.59697
81,0,5888--41,Mt Hope Ave at Elmwood Ave,https://s51.nysdot.skyvdn.com:443/rtplive/R4_269/playlist.m3u8,https://511ny.org/map#camera-5888--41,43.124711,-77.617413
82,0,5889--41,Main St at Brown St/Genesee St,https://s51.nysdot.skyvdn.com:443/rtplive/R4_270/playlist.m3u8,https://511ny.org/map#camera-5889--41,43.176574,-77.636129
83,0,5890--41,Titus Ave at Cooper Rd,https://s51.nysdot.skyvdn.com:443/rtplive/R4_291/playlist.m3u8,https://511ny.org/map#camera-5890--41,43.236951,-77.598244
84,0,5892--41,Mt Read Blvd at Vintage Ln/Dorsey Rd,https://s51.nysdot.skyvdn.com:443/rtplive/R4_293/playlist.m3u8,https://511ny.org/map#camera-5892--41,43.257377,-77.659082
85,0,5893--41,Portand Ave at Norton St,https://s51.nysdot.skyvdn.com:443/rtplive/R4_294/playlist.m3u8,https://511ny.org/map#camera-5893--41,43.213639,-77.584119
86,0,5894--41,Whitney Rd at Linden Ave,https://s51.nysdot.skyvdn.com:443/rtplive/R4_295/playlist.m3u8,https://511ny.org/map#camera-5894--41,43.14757,-77.475693
87,0,5895--41,West Ridge Rd and Stone/Corona,https://s51.nysdot.skyvdn.com:443/rtplive/R4_296/playlist.m3u8,https://511ny.org/map#camera-5895--41,43.205159,-77.666242
88,0,5897--41,Winton Rd at Elmwood Ave,https://s51.nysdot.skyvdn.com:443/rtplive/R4_298/playlist.m3u8,https://511ny.org/map#camera-5897--41,43.126428,-77.56576
89,0,5898--41,Clinton Ave at Highland Ave,https://s51.nysdot.skyvdn.com:443/rtplive/R4_299/playlist.m3u8,https://511ny.org/map#camera-5898--41,43.131711,-77.590216
90,0,6103--43,Portable - I-690 east of Exit 13 (Townsend St),https://s52.nysdot.skyvdn.com:443/rtplive/R3_047/playlist.m3u8,https://511ny.org/map#camera-6103--43,43.158013,-77.590216
91,0,6138--4,CR 64 at Commerce Center Rd,https://s53.nysdot.skyvdn.com:443/rtplive/R6_026/playlist.m3u8,https://511ny.org/map#camera-6138--4,42.160089,-76.851404
92,0,6719--4,I-86 Exit 54 @ NY 13,https://s51.nysdot.skyvdn.com:443/rtplive/R6_030/playlist.m3u8,https://511ny.org/map#camera-6719--4,42.147616,-76.806345
93,0,6721--43,Falcon Camera,https://s58.nysdot.skyvdn.com:443/rtplive/TA_Falcon/playlist.m3u8,https://511ny.org/map#camera-6721--43,42.168613,-76.806345
94,0,6777--13,I-84 at Stormville Rest Area,https://s53.nysdot.skyvdn.com:443/rtplive/R8_086/playlist.m3u8,https://511ny.org/map#camera-6777--13,41.547403,-73.725019
95,0,6820--43,Rte 30 at School St Mayfield,https://s51.nysdot.skyvdn.com:443/rtplive/R2_043/playlist.m3u8,https://511ny.org/map#camera-6820--43,43.109125,-74.267962
96,0,8206--43,Genesee at Brookline Drive,https://s51.nysdot.skyvdn.com:443/rtplive/R2_045/playlist.m3u8,https://511ny.org/map#camera-8206--43,43.074484,-75.285195
97,0,8207--43,Campion @ Route 8,https://s51.nysdot.skyvdn.com:443/rtplive/R2_046/playlist.m3u8,https://511ny.org/map#camera-8207--43,43.090868,-75.29016
98,0,8277--41,Dewey Ave at Lexington Ave,https://s53.nysdot.skyvdn.com:443/rtplive/R4_229/playlist.m3u8,https://511ny.org/map#camera-8277--41,43.2,-77.639497
99,0,8278--41,St Paul Blvd and Lakeshore Blvd,https://s51.nysdot.skyvdn.com:443/rtplive/R4_300/playlist.m3u8,https://511ny.org/map#camera-8278--41,43.273479,-77.597088
100,0,8285--41,St. Paul St at Upper Falls St,https://s51.nysdot.skyvdn.com:443/rtplive/R4_205/playlist.m3u8,https://511ny.org/map#camera-8285--41,43.161302,-77.610234
101,0,8286--41,St. Paul at East Avenue,https://s51.nysdot.skyvdn.com:443/rtplive/R4_206/playlist.m3u8,https://511ny.org/map#camera-8286--41,43.181032,-77.625284
102,0,8287--41,Monroe Ave at S Goodman St,https://s51.nysdot.skyvdn.com:443/rtplive/R4_208/playlist.m3u8,https://511ny.org/map#camera-8287--41,43.172162,-77.592488
103,0,8288--41,Mt Hope Ave at Ford St / Wilson St,https://s51.nysdot.skyvdn.com:443/rtplive/R4_210/playlist.m3u8,https://511ny.org/map#camera-8288--41,43.141077,-77.613234
104,0,8289--41,Monroe Ave at Union St,https://s53.nysdot.skyvdn.com:443/rtplive/R4_224/playlist.m3u8,https://511ny.org/map#camera-8289--41,43.1501,-77.59991
105,0,8291--41,Lyell ave and Broad St,https://s52.nysdot.skyvdn.com:443/rtplive/R4_309/playlist.m3u8,https://511ny.org/map#camera-8291--41,43.164681,-77.63409
106,0,8306--41,Broad St at Brown St / Campbell / I-490,https://s52.nysdot.skyvdn.com:443/rtplive/R4_211/playlist.m3u8,https://511ny.org/map#camera-8306--41,43.184424,-77.62522
107,0,8307--41,East Ave at Alexander St,https://s52.nysdot.skyvdn.com:443/rtplive/R4_217/playlist.m3u8,https://511ny.org/map#camera-8307--41,43.181354,-77.594633
108,0,8308--41,Elmwood Ave at Scottsville Rd/Genese St,https://s52.nysdot.skyvdn.com:443/rtplive/R4_219/playlist.m3u8,https://511ny.org/map#camera-8308--41,43.146466,-77.63912
109,0,8309--41,South Ave at Broad St,https://s52.nysdot.skyvdn.com:443/rtplive/R4_220/playlist.m3u8,https://511ny.org/map#camera-8309--41,43.154702,-77.607972
110,0,8310--41,E. Henrietta Rd at Westfall Rd,https://s53.nysdot.skyvdn.com:443/rtplive/R4_222/playlist.m3u8,https://511ny.org/map#camera-8310--41,43.140974,-77.616193
111,0,8311--41,South Ave at Court St,https://s53.nysdot.skyvdn.com:443/rtplive/R4_226/playlist.m3u8,https://511ny.org/map#camera-8311--41,43.153691,-77.607583
112,0,8396--13,SP-NB-at Exit 4 (Bedford Rd.) MM 4.5,https://s53.nysdot.skyvdn.com:443/rtplive/R8_094/playlist.m3u8,https://511ny.org/map#camera-8396--13,41.124193,-73.809172
113,0,8398--13,TSP-NB-Ramp to Exit 3 SMRP MM 3.2,https://s53.nysdot.skyvdn.com:443/rtplive/R8_093/playlist.m3u8,https://511ny.org/map#camera-8398--13,41.135135,-73.799444
114,0,8402--13,TSP-SB-Exit 5 Ramp to NY 9A/100 MM 5.0,https://s53.nysdot.skyvdn.com:443/rtplive/R8_096/playlist.m3u8,https://511ny.org/map#camera-8402--13,41.130417,-73.815182
115,0,8404--13,TSP at US202 / 35 (Exit 17B) (Crompond Rd) MM 17.0,https://s53.nysdot.skyvdn.com:443/rtplive/R8_097/playlist.m3u8,https://511ny.org/map#camera-8404--13,41.29251,-73.821061
116,0,8406--13,TSP North of NY 129/Croton Br (Exit 13)-MM 13.0,https://s53.nysdot.skyvdn.com:443/rtplive/R8_098/playlist.m3u8,https://511ny.org/map#camera-8406--13,41.265313,-73.817213
117,0,8408--13,TSPmd-000-at_Underhill Ave(Exit 13)-mp13.95,https://s53.nysdot.skyvdn.com:443/rtplive/R8_099/playlist.m3u8,https://511ny.org/map#camera-8408--13,41.253688,-73.808722
118,0,8426--13,I-684-M-At Exit 9(I-84 Danbury) MM 28.07-NB,https://s53.nysdot.skyvdn.com:443/rtplive/R8_100/playlist.m3u8,https://511ny.org/map#camera-8426--13,41.274979,-73.808722
119,0,8427--13,I-684-N-South of Exit 9(I-84 Danbury) MM 26.72-NB,https://s53.nysdot.skyvdn.com:443/rtplive/R8_101/playlist.m3u8,https://511ny.org/map#camera-8427--13,41.40784,-73.599851
120,0,8428--13,I84-M-Wof_Ex65 (NY312 Carmel)-mm63.42 (VMS 260G),https://s53.nysdot.skyvdn.com:443/rtplive/R8_102/playlist.m3u8,https://511ny.org/map#camera-8428--13,41.480888,-73.639344
121,0,8429--13,I84-W-East of Exit 58(Ludingtonville Rd.) MM 60.02-WB,https://s53.nysdot.skyvdn.com:443/rtplive/R8_103/playlist.m3u8,https://511ny.org/map#camera-8429--13,41.496911,-73.667438
122,0,8430--13,I84-E-At Exit 65(NY312 Carmel) MM 65.4 EB,https://s53.nysdot.skyvdn.com:443/rtplive/R8_104/playlist.m3u8,https://511ny.org/map#camera-8430--13,41.44684,-73.628178
123,0,8431--13,I84-E-At Exit 68(NY 22 NB) MM 68.50-EB,https://s53.nysdot.skyvdn.com:443/rtplive/R8_105/playlist.m3u8,https://511ny.org/map#camera-8431--13,41.415647,-73.595111
124,0,8432--13,I84me-at_Ex68(I684sb)-mm68.09,https://s53.nysdot.skyvdn.com:443/rtplive/R8_106/playlist.m3u8,https://511ny.org/map#camera-8432--13,41.393352,-73.600239
125,0,8433--13,TSP-SB Sof Exit 23 Bryant Pond Rd MM 23.2,https://s53.nysdot.skyvdn.com:443/rtplive/R8_107/playlist.m3u8,https://511ny.org/map#camera-8433--13,41.400387,-73.800581
126,0,8434--13,PVMS 139C-Interchange 14A NB Garden St Pkwy to EB I-287,https://s53.nysdot.skyvdn.com:443/rtplive/R8_108/playlist.m3u8,https://511ny.org/map#camera-8434--13,41.39859,-73.619856
127,0,8435--13,PVMS 140C-TSP-S-SofPeekskill Hollow Rd. MM 25.4 SB,https://s53.nysdot.skyvdn.com:443/rtplive/R8_109/playlist.m3u8,https://511ny.org/map#camera-8435--13,41.430905,-73.790479
128,0,8663--43,State St @ Court St,https://s52.nysdot.skyvdn.com:443/rtplive/R2_62/playlist.m3u8,https://511ny.org/map#camera-8663--43,43.101352,-75.239364
129,0,8661--43,I-287 WB 1.8 @ Exit 4.,https://s58.nysdot.skyvdn.com:443/rtplive/TA_178/playlist.m3u8,https://511ny.org/map#camera-8661--43,41.04707,-73.80424
130,0,8279--41,104 at Basket Road,https://s53.nysdot.skyvdn.com:443/rtplive/R4_082/playlist.m3u8,https://511ny.org/map#camera-8279--41,41.074251,-73.80424
131,0,8281--41,104 at Gravel Road,https://s53.nysdot.skyvdn.com:443/rtplive/R4_083/playlist.m3u8,https://511ny.org/map#camera-8281--41,43.2226,-77.389
132,0,1963--1,NY106 at West John Street,https://s52.nysdot.skyvdn.com:443/rtplive/R10_287/playlist.m3u8,https://511ny.org/map#camera-1963--1,40.76885,-73.528058
133,0,1964--1,NY106 at Duffy Avenue,https://s52.nysdot.skyvdn.com:443/rtplive/R10_288/playlist.m3u8,https://511ny.org/map#camera-1964--1,40.766419,-73.527119
134,0,1961--1,NY106/107 at Bethpage Road,https://s52.nysdot.skyvdn.com:443/rtplive/R10_285/playlist.m3u8,https://511ny.org/map#camera-1961--1,40.779067,-73.530393
135,0,1962--1,NY106/107 at Mid Island Plaza,https://s52.nysdot.skyvdn.com:443/rtplive/R10_286/playlist.m3u8,https://511ny.org/map#camera-1962--1,40.774378,-73.52863
136,0,1965--1,NY107 at Nicholai Street,https://s52.nysdot.skyvdn.com:443/rtplive/R10_289/playlist.m3u8,https://511ny.org/map#camera-1965--1,40.766486,-73.522332
137,0,1917--1,NY 110 at Duryea Road,https://s52.nysdot.skyvdn.com:443/rtplive/R10_161/playlist.m3u8,https://511ny.org/map#camera-1917--1,40.793842,-73.423984
138,0,1918--1,NY 110 at Conklin St,https://s52.nysdot.skyvdn.com:443/rtplive/R10_162/playlist.m3u8,https://511ny.org/map#camera-1918--1,40.766367,-73.422863
139,0,1919--1,NY 110 at NY 109,https://s52.nysdot.skyvdn.com:443/rtplive/R10_163/playlist.m3u8,https://511ny.org/map#camera-1919--1,40.749666,-73.42492
140,0,1920--1,NY 110 at Smith St.-SUNY Farmingdale entrance,https://s52.nysdot.skyvdn.com:443/rtplive/R10_164/playlist.m3u8,https://511ny.org/map#camera-1920--1,40.754322,-73.421804
141,0,1957--1,NY 110 Northbound at Melville Mall North Driveway,https://s52.nysdot.skyvdn.com:443/rtplive/R10_281/playlist.m3u8,https://511ny.org/map#camera-1957--1,40.800697,-73.412201
142,0,1958--1,NY 110 Northbound at Pinelawn / Sweet Hollow Road,https://s52.nysdot.skyvdn.com:443/rtplive/R10_282/playlist.m3u8,https://511ny.org/map#camera-1958--1,40.817132,-73.41528
143,0,1959--1,NY 110 Northbound at Nikon Driveway,https://s52.nysdot.skyvdn.com:443/rtplive/R10_283/playlist.m3u8,https://511ny.org/map#camera-1959--1,40.812164,-73.416731
144,0,2202--1,110 at Westbound NSP Exit Ramp,https://s53.nysdot.skyvdn.com:443/rtplive/R10_089/playlist.m3u8,https://511ny.org/map#camera-2202--1,40.797584,-73.412741
145,0,2230--1,110 at Old Country Rd,https://s53.nysdot.skyvdn.com:443/rtplive/R10_177/playlist.m3u8,https://511ny.org/map#camera-2230--1,40.793763,-73.415011
146,0,2231--1,110 at Melville Mall South Driveway,https://s53.nysdot.skyvdn.com:443/rtplive/R10_178/playlist.m3u8,https://511ny.org/map#camera-2231--1,40.799118,-73.412322
